    0.000000    -54.661232
    0.685339    -54.661232
    0.685339     11.902216
    0.685339    -54.661232
    1.370677    -54.661232
    1.370677     11.902216
    1.370677    -54.661232
    2.339893    -54.661232
    2.339893     11.902216
    2.339893    -54.661232
    3.403757    -54.661232
    3.403757     11.902216
    3.403757    -54.661232
    4.089096    -54.661232
    4.089096     11.902216
    4.089096    -54.661232
    4.774435    -54.661232
    4.774435     11.902216
    4.774435    -54.661232
    5.743650    -54.661232
    5.743650     11.902216
    5.743650    -54.661232
    6.807515    -54.661232
    6.807515     11.902216
    6.807515    -54.661232
    7.871380    -54.661232
    7.871380     11.902216
    0.000000     11.902216
    0.000000    -54.661232
    0.000000      0.000000
    7.871380      0.000000
