    0.000000    -55.460912
    0.969215    -55.460912
    0.969215     12.975455
    0.969215    -55.460912
    2.033080    -55.460912
    2.033080     12.975455
    2.033080    -55.460912
    3.002295    -55.460912
    3.002295     12.975455
    3.002295    -55.460912
    4.066160    -55.460912
    4.066160     12.975455
    4.066160    -55.460912
    4.751499    -55.460912
    4.751499     12.975455
    4.751499    -55.460912
    5.815364    -55.460912
    5.815364     12.975455
    5.815364    -55.460912
    6.500702    -55.460912
    6.500702     12.975455
    0.000000     12.975455
    0.000000    -55.460912
    0.000000      0.000000
    6.500702      0.000000
